CLIENTE;DATA;VALOR;PRODUTO
Cliente_002;01/09/2024;401.92164046808193;Fonte 650W 80 Plus Bronze
Cliente_002;01/03/2022;401.92164046808193;Gabinete Gamer RGB
Cliente_002;01/11/2023;401.92164046808193;Placa-Mãe Gigabyte Z690
Cliente_002;01/10/2023;401.92164046808193;Placa-Mãe ASUS B550
Cliente_002;01/08/2025;401.92164046808193;Mousepad Grande RGB
Cliente_002;01/04/2024;401.92164046808193;Monitor 32'' 4K
Cliente_002;01/12/2024;401.92164046808193;Mouse Gamer Logitech
Cliente_002;01/12/2024;401.92164046808193;Headset Gamer HyperX
Cliente_002;01/08/2022;401.92164046808193;Mousepad Grande RGB
Cliente_002;01/04/2022;401.92164046808193;Placa de Vídeo RTX 3060
Cliente_002;01/12/2022;401.92164046808193;Processador Intel i7
Cliente_002;01/03/2025;401.92164046808193;SSD 1TB NVMe
Cliente_002;01/06/2023;401.92164046808193;Teclado Mecânico Redragon
Cliente_002;01/05/2023;401.92164046808193;Monitor 27'' Full HD
Cliente_002;01/04/2024;401.92164046808193;Placa de Vídeo RX 6600
Cliente_002;01/09/2024;401.92164046808193;Cooler CPU Water Cooler
Cliente_002;01/11/2023;401.92164046808193;Headset Gamer HyperX
Cliente_002;01/05/2025;401.92164046808193;Cooler CPU Water Cooler
Cliente_002;01/11/2022;401.92164046808193;Cooler CPU Water Cooler
Cliente_002;01/06/2023;401.92164046808193;Placa de Vídeo RX 6600
Cliente_002;01/09/2025;401.92164046808193;Teclado Mecânico Redragon
Cliente_002;01/06/2023;401.92164046808193;Gabinete Gamer RGB
Cliente_002;01/03/2024;401.92164046808193;Placa-Mãe Gigabyte Z690
Cliente_002;01/11/2023;401.92164046808193;Teclado Mecânico Redragon
Cliente_002;01/11/2024;401.92164046808193;Placa de Vídeo RX 6600
Cliente_002;01/05/2023;401.92164046808193;Cadeira Gamer Reclinável
Cliente_002;01/02/2022;401.92164046808193;Cooler CPU Water Cooler
Cliente_002;01/04/2025;401.92164046808193;Placa de Vídeo RX 6600
Cliente_002;01/03/2024;401.92164046808193;Teclado Mecânico Redragon
Cliente_002;01/05/2024;401.92164046808193;SSD 1TB NVMe
Cliente_002;01/12/2024;401.92164046808193;SSD 1TB NVMe
Cliente_002;01/05/2022;401.92164046808193;Cadeira Gamer Reclinável
Cliente_002;01/07/2025;401.92164046808193;Placa-Mãe Gigabyte Z690
Cliente_002;01/08/2024;401.92164046808193;Placa de Vídeo RX 6600
Cliente_002;01/10/2024;401.92164046808193;Placa de Vídeo RX 6600
Cliente_002;01/05/2023;401.92164046808193;Mouse Gamer Logitech
Cliente_002;01/10/2024;401.92164046808193;Placa de Vídeo RTX 3060
Cliente_002;01/04/2024;401.92164046808193;Processador Intel i7
Cliente_002;01/02/2025;401.92164046808193;SSD 1TB NVMe
Cliente_002;01/02/2024;401.92164046808193;Monitor 32'' 4K
Cliente_002;01/02/2023;401.92164046808193;Headset Gamer HyperX
Cliente_002;01/06/2025;401.92164046808193;Teclado Mecânico Redragon
Cliente_002;01/11/2023;401.92164046808193;Cadeira Gamer Reclinável
Cliente_002;01/07/2022;401.92164046808193;Teclado Mecânico Redragon
Cliente_002;01/08/2025;401.92164046808193;Cooler CPU Water Cooler
Cliente_002;01/01/2023;401.92164046808193;Headset Gamer HyperX
Cliente_002;01/01/2023;401.92164046808193;Mousepad Grande RGB
Cliente_002;01/01/2025;401.92164046808193;Placa de Vídeo RTX 3060
Cliente_002;01/09/2024;401.92164046808193;Headset Gamer HyperX
Cliente_003;01/10/2022;1654.2265078506537;Mouse Gamer Logitech
Cliente_003;01/03/2025;1654.2265078506537;Cooler CPU Water Cooler
Cliente_003;01/02/2023;1654.2265078506537;Monitor 32'' 4K
Cliente_003;01/06/2024;1654.2265078506537;Webcam Full HD Logitech
Cliente_003;01/07/2025;1654.2265078506537;Teclado Mecânico Redragon
Cliente_003;01/02/2024;1654.2265078506537;Cadeira Gamer Reclinável
Cliente_003;01/11/2023;1654.2265078506537;Webcam Full HD Logitech
Cliente_003;01/02/2024;1654.2265078506537;Teclado Mecânico Redragon
Cliente_003;01/06/2025;1654.2265078506537;Fonte 650W 80 Plus Bronze
Cliente_003;01/06/2025;1654.2265078506537;Memória RAM 16GB DDR4
Cliente_003;01/01/2023;1654.2265078506537;Webcam Full HD Logitech
Cliente_003;01/10/2024;1654.2265078506537;Placa-Mãe ASUS B550
Cliente_003;01/01/2023;1654.2265078506537;Cooler CPU Water Cooler
Cliente_003;01/06/2023;1654.2265078506537;Monitor 32'' 4K
Cliente_003;01/07/2022;1654.2265078506537;Processador AMD Ryzen 5
Cliente_003;01/03/2023;1654.2265078506537;Teclado Mecânico Redragon
Cliente_003;01/05/2025;1654.2265078506537;Headset Gamer HyperX
Cliente_003;01/02/2023;1654.2265078506537;SSD 1TB NVMe
Cliente_003;01/03/2025;1654.2265078506537;Gabinete Gamer RGB
Cliente_003;01/08/2024;1654.2265078506537;Monitor 32'' 4K
Cliente_003;01/10/2022;1654.2265078506537;Monitor 32'' 4K
Cliente_003;01/06/2024;1654.2265078506537;Webcam Full HD Logitech
Cliente_003;01/09/2024;1654.2265078506537;Gabinete Gamer RGB
Cliente_003;01/10/2023;1654.2265078506537;Monitor 27'' Full HD
Cliente_003;01/04/2024;1654.2265078506537;Monitor 27'' Full HD
Cliente_003;01/04/2024;1654.2265078506537;Teclado Mecânico Redragon
Cliente_003;01/06/2023;1654.2265078506537;Monitor 27'' Full HD
Cliente_003;01/07/2023;1654.2265078506537;Teclado Mecânico Redragon
Cliente_003;01/05/2023;1654.2265078506537;Placa-Mãe Gigabyte Z690
Cliente_003;01/12/2024;1654.2265078506537;Gabinete Gamer RGB
Cliente_003;01/07/2024;1654.2265078506537;Teclado Mecânico Redragon
Cliente_003;01/09/2025;1654.2265078506537;Placa de Vídeo RX 6600
Cliente_003;01/10/2025;1654.2265078506537;Cooler CPU Water Cooler
Cliente_003;01/10/2024;1654.2265078506537;Cadeira Gamer Reclinável
Cliente_003;01/01/2022;1654.2265078506537;Cadeira Gamer Reclinável
Cliente_003;01/04/2023;1654.2265078506537;Placa de Vídeo RX 6600
Cliente_003;01/03/2025;1654.2265078506537;Mouse Gamer Logitech
Cliente_003;01/08/2024;1654.2265078506537;Webcam Full HD Logitech
Cliente_003;01/06/2023;1654.2265078506537;Monitor 32'' 4K
Cliente_003;01/06/2024;1654.2265078506537;Cooler CPU Water Cooler
Cliente_003;01/10/2022;1654.2265078506537;Fonte 650W 80 Plus Bronze
Cliente_003;01/08/2024;1654.2265078506537;Cooler CPU Water Cooler
Cliente_003;01/04/2025;1654.2265078506537;Placa-Mãe Gigabyte Z690
Cliente_003;01/05/2024;1654.2265078506537;Monitor 27'' Full HD
Cliente_003;01/01/2023;1654.2265078506537;Placa de Vídeo RTX 3060
Cliente_003;01/04/2022;1654.2265078506537;Placa-Mãe ASUS B550
Cliente_003;01/03/2025;1654.2265078506537;Cadeira Gamer Reclinável
Cliente_003;01/07/2022;1654.2265078506537;Monitor 27'' Full HD
Cliente_004;01/03/2025;2073.7578427107997;Headset Gamer HyperX
Cliente_004;01/10/2024;2073.7578427107997;Placa-Mãe Gigabyte Z690
Cliente_004;01/06/2024;2073.7578427107997;Monitor 32'' 4K
Cliente_004;01/11/2022;2073.7578427107997;HD 2TB Seagate
Cliente_004;01/01/2023;2073.7578427107997;Memória RAM 16GB DDR4
Cliente_004;01/02/2025;2073.7578427107997;Cadeira Gamer Reclinável
Cliente_004;01/07/2024;2073.7578427107997;Memória RAM 16GB DDR4
Cliente_004;01/10/2025;2073.7578427107997;Processador AMD Ryzen 5
Cliente_004;01/07/2025;2073.7578427107997;Fonte 650W 80 Plus Bronze
Cliente_004;01/01/2025;2073.7578427107997;Gabinete Gamer RGB
Cliente_004;01/11/2024;2073.7578427107997;Monitor 27'' Full HD
Cliente_004;01/01/2023;2073.7578427107997;Placa-Mãe ASUS B550
Cliente_004;01/01/2025;2073.7578427107997;Webcam Full HD Logitech
Cliente_004;01/10/2025;2073.7578427107997;SSD 1TB NVMe
Cliente_004;01/05/2023;2073.7578427107997;Processador AMD Ryzen 5
Cliente_004;01/11/2023;2073.7578427107997;Processador Intel i7
Cliente_004;01/09/2023;2073.7578427107997;Fonte 650W 80 Plus Bronze
Cliente_004;01/02/2022;2073.7578427107997;Placa-Mãe Gigabyte Z690
Cliente_004;01/02/2025;2073.7578427107997;Cooler CPU Water Cooler
Cliente_004;01/08/2024;2073.7578427107997;Teclado Mecânico Redragon
Cliente_004;01/09/2022;2073.7578427107997;Mousepad Grande RGB
Cliente_004;01/05/2025;2073.7578427107997;HD 2TB Seagate
Cliente_004;01/10/2025;2073.7578427107997;Cadeira Gamer Reclinável
Cliente_004;01/01/2023;2073.7578427107997;Placa de Vídeo RX 6600
Cliente_004;01/05/2023;2073.7578427107997;Mouse Gamer Logitech
Cliente_004;01/03/2025;2073.7578427107997;Monitor 32'' 4K
Cliente_004;01/04/2024;2073.7578427107997;HD 2TB Seagate
Cliente_004;01/02/2023;2073.7578427107997;HD 2TB Seagate
Cliente_004;01/02/2023;2073.7578427107997;SSD 1TB NVMe
Cliente_004;01/09/2022;2073.7578427107997;Placa-Mãe Gigabyte Z690
Cliente_004;01/09/2023;2073.7578427107997;Processador Intel i7
Cliente_004;01/10/2023;2073.7578427107997;Fonte 650W 80 Plus Bronze
Cliente_004;01/06/2022;2073.7578427107997;Processador Intel i7
Cliente_004;01/03/2022;2073.7578427107997;Mouse Gamer Logitech
Cliente_004;01/03/2023;2073.7578427107997;Headset Gamer HyperX
Cliente_004;01/09/2022;2073.7578427107997;Monitor 27'' Full HD
Cliente_004;01/03/2024;2073.7578427107997;Placa de Vídeo RTX 3060
Cliente_004;01/09/2025;2073.7578427107997;Monitor 32'' 4K
Cliente_004;01/04/2022;2073.7578427107997;Monitor 32'' 4K
Cliente_004;01/09/2022;2073.7578427107997;Memória RAM 16GB DDR4
Cliente_004;01/01/2024;2073.7578427107997;Processador Intel i7
Cliente_004;01/08/2023;2073.7578427107997;Fonte 650W 80 Plus Bronze
Cliente_004;01/10/2025;2073.7578427107997;Headset Gamer HyperX
Cliente_004;01/08/2022;2073.7578427107997;Fonte 650W 80 Plus Bronze
Cliente_004;01/01/2024;2073.7578427107997;Placa-Mãe ASUS B550
Cliente_004;01/01/2023;2073.7578427107997;Mousepad Grande RGB
Cliente_004;01/07/2025;2073.7578427107997;Mousepad Grande RGB
Cliente_004;01/07/2025;2073.7578427107997;Mousepad Grande RGB
Cliente_004;01/01/2025;2073.7578427107997;Gabinete Gamer RGB
Cliente_004;01/01/2022;2073.7578427107997;HD 2TB Seagate
Cliente_004;01/01/2022;2073.7578427107997;Cadeira Gamer Reclinável
Cliente_005;01/02/2024;2503.9973945550755;Teclado Mecânico Redragon
Cliente_005;01/12/2022;2503.9973945550755;Monitor 32'' 4K
Cliente_005;01/01/2023;2503.9973945550755;Memória RAM 16GB DDR4
Cliente_005;01/09/2025;2503.9973945550755;Monitor 32'' 4K
Cliente_005;01/01/2023;2503.9973945550755;Teclado Mecânico Redragon
Cliente_005;01/04/2025;2503.9973945550755;Placa de Vídeo RX 6600
Cliente_005;01/04/2022;2503.9973945550755;Processador AMD Ryzen 5
Cliente_005;01/10/2024;2503.9973945550755;Monitor 32'' 4K
Cliente_005;01/01/2022;2503.9973945550755;SSD 1TB NVMe
Cliente_005;01/08/2023;2503.9973945550755;Cadeira Gamer Reclinável
Cliente_005;01/07/2024;2503.9973945550755;Placa de Vídeo RX 6600
Cliente_005;01/04/2025;2503.9973945550755;Monitor 32'' 4K
Cliente_005;01/02/2025;2503.9973945550755;Gabinete Gamer RGB
Cliente_005;01/08/2024;2503.9973945550755;SSD 1TB NVMe
Cliente_005;01/07/2023;2503.9973945550755;SSD 1TB NVMe
Cliente_005;01/12/2022;2503.9973945550755;Memória RAM 16GB DDR4
Cliente_005;01/08/2023;2503.9973945550755;Placa de Vídeo RTX 3060
Cliente_005;01/04/2022;2503.9973945550755;Teclado Mecânico Redragon
Cliente_005;01/12/2023;2503.9973945550755;Monitor 27'' Full HD
Cliente_005;01/07/2025;2503.9973945550755;Placa de Vídeo RX 6600
Cliente_005;01/01/2024;2503.9973945550755;Placa de Vídeo RX 6600
Cliente_005;01/06/2024;2503.9973945550755;Mousepad Grande RGB
Cliente_005;01/11/2022;2503.9973945550755;Placa de Vídeo RTX 3060
Cliente_005;01/12/2022;2503.9973945550755;Cooler CPU Water Cooler
Cliente_005;01/01/2025;2503.9973945550755;Placa-Mãe ASUS B550
Cliente_005;01/02/2025;2503.9973945550755;Webcam Full HD Logitech
Cliente_005;01/03/2025;2503.9973945550755;Gabinete Gamer RGB
Cliente_005;01/10/2022;2503.9973945550755;Cooler CPU Water Cooler
Cliente_005;01/11/2024;2503.9973945550755;Memória RAM 16GB DDR4
Cliente_005;01/03/2023;2503.9973945550755;Gabinete Gamer RGB
Cliente_005;01/10/2022;2503.9973945550755;HD 2TB Seagate
Cliente_005;01/07/2023;2503.9973945550755;HD 2TB Seagate
Cliente_005;01/06/2022;2503.9973945550755;Cooler CPU Water Cooler
Cliente_005;01/01/2024;2503.9973945550755;Cooler CPU Water Cooler
Cliente_005;01/09/2024;2503.9973945550755;Headset Gamer HyperX
Cliente_005;01/04/2024;2503.9973945550755;Monitor 27'' Full HD
Cliente_005;01/07/2025;2503.9973945550755;Placa de Vídeo RTX 3060
Cliente_005;01/11/2022;2503.9973945550755;Placa de Vídeo RTX 3060
Cliente_005;01/08/2022;2503.9973945550755;Processador Intel i7
Cliente_005;01/10/2022;2503.9973945550755;SSD 1TB NVMe
Cliente_005;01/03/2023;2503.9973945550755;Gabinete Gamer RGB
Cliente_005;01/07/2025;2503.9973945550755;Mouse Gamer Logitech
Cliente_005;01/07/2023;2503.9973945550755;Placa de Vídeo RTX 3060
Cliente_005;01/06/2024;2503.9973945550755;Mousepad Grande RGB
Cliente_005;01/11/2024;2503.9973945550755;Placa de Vídeo RX 6600
Cliente_005;01/09/2023;2503.9973945550755;Mouse Gamer Logitech
Cliente_005;01/01/2025;2503.9973945550755;Processador AMD Ryzen 5
Cliente_005;01/02/2022;2503.9973945550755;Processador AMD Ryzen 5
Cliente_005;01/12/2024;2503.9973945550755;Fonte 650W 80 Plus Bronze
Cliente_005;01/04/2022;2503.9973945550755;Cooler CPU Water Cooler
Cliente_005;01/11/2023;2503.9973945550755;HD 2TB Seagate
Cliente_005;01/11/2023;2503.9973945550755;Fonte 650W 80 Plus Bronze
Cliente_006;01/08/2024;10466.798619951385;Monitor 32'' 4K
Cliente_006;01/07/2024;10466.798619951385;Monitor 27'' Full HD
Cliente_006;01/10/2023;10466.798619951385;Placa de Vídeo RTX 3060
Cliente_006;01/10/2023;10466.798619951385;Monitor 27'' Full HD
Cliente_006;01/04/2022;10466.798619951385;Fonte 650W 80 Plus Bronze
Cliente_006;01/07/2024;10466.798619951385;Mouse Gamer Logitech
Cliente_006;01/03/2022;10466.798619951385;Headset Gamer HyperX
Cliente_006;01/09/2022;10466.798619951385;Placa-Mãe Gigabyte Z690
Cliente_006;01/02/2024;10466.798619951385;Fonte 650W 80 Plus Bronze
Cliente_006;01/09/2022;10466.798619951385;Cadeira Gamer Reclinável
Cliente_006;01/04/2025;10466.798619951385;Processador AMD Ryzen 5
Cliente_006;01/05/2024;10466.798619951385;SSD 1TB NVMe
Cliente_006;01/06/2024;10466.798619951385;Fonte 650W 80 Plus Bronze
Cliente_006;01/06/2022;10466.798619951385;Placa-Mãe Gigabyte Z690
Cliente_006;01/06/2022;10466.798619951385;Processador Intel i7
Cliente_006;01/06/2022;10466.798619951385;Placa de Vídeo RX 6600
Cliente_006;01/10/2023;10466.798619951385;Monitor 27'' Full HD
Cliente_006;01/07/2024;10466.798619951385;Monitor 32'' 4K
Cliente_006;01/09/2024;10466.798619951385;HD 2TB Seagate
Cliente_006;01/11/2022;10466.798619951385;Placa de Vídeo RTX 3060
Cliente_006;01/05/2022;10466.798619951385;Teclado Mecânico Redragon
Cliente_006;01/09/2024;10466.798619951385;Cadeira Gamer Reclinável
Cliente_006;01/09/2024;10466.798619951385;Cadeira Gamer Reclinável
Cliente_006;01/09/2022;10466.798619951385;Mouse Gamer Logitech
Cliente_006;01/10/2024;10466.798619951385;Mousepad Grande RGB
Cliente_006;01/05/2024;10466.798619951385;Placa-Mãe ASUS B550
Cliente_006;01/11/2022;10466.798619951385;Cadeira Gamer Reclinável
Cliente_006;01/08/2024;10466.798619951385;Gabinete Gamer RGB
Cliente_006;01/03/2024;10466.798619951385;Fonte 650W 80 Plus Bronze
Cliente_006;01/12/2024;10466.798619951385;Processador Intel i7
Cliente_006;01/03/2025;10466.798619951385;Placa-Mãe ASUS B550
Cliente_006;01/01/2025;10466.798619951385;Webcam Full HD Logitech
Cliente_006;01/02/2023;10466.798619951385;Mousepad Grande RGB
Cliente_006;01/08/2025;10466.798619951385;Memória RAM 16GB DDR4
Cliente_006;01/02/2025;10466.798619951385;Processador Intel i7
Cliente_006;01/11/2023;10466.798619951385;Placa de Vídeo RX 6600
Cliente_006;01/12/2023;10466.798619951385;HD 2TB Seagate
Cliente_006;01/09/2025;10466.798619951385;Fonte 650W 80 Plus Bronze
Cliente_006;01/05/2025;10466.798619951385;Gabinete Gamer RGB
Cliente_006;01/04/2025;10466.798619951385;Gabinete Gamer RGB
Cliente_006;01/10/2023;10466.798619951385;Teclado Mecânico Redragon
Cliente_006;01/03/2025;10466.798619951385;HD 2TB Seagate
Cliente_006;01/02/2025;10466.798619951385;Processador Intel i7
Cliente_006;01/11/2022;10466.798619951385;Webcam Full HD Logitech
Cliente_006;01/11/2022;10466.798619951385;Cadeira Gamer Reclinável
Cliente_006;01/04/2024;10466.798619951385;Placa de Vídeo RTX 3060
Cliente_006;01/01/2025;10466.798619951385;SSD 1TB NVMe
Cliente_006;01/01/2025;10466.798619951385;Gabinete Gamer RGB
Cliente_006;01/08/2025;10466.798619951385;Placa de Vídeo RX 6600
Cliente_006;01/12/2024;10466.798619951385;HD 2TB Seagate
Cliente_006;01/01/2025;10466.798619951385;Headset Gamer HyperX
Cliente_006;01/06/2025;10466.798619951385;Cooler CPU Water Cooler
Cliente_007;01/07/2024;493.2550730253303;Monitor 32'' 4K
Cliente_007;01/06/2024;493.2550730253303;Fonte 650W 80 Plus Bronze
Cliente_007;01/10/2022;493.2550730253303;Placa-Mãe ASUS B550
Cliente_007;01/08/2025;493.2550730253303;HD 2TB Seagate
Cliente_007;01/09/2024;493.2550730253303;Placa de Vídeo RX 6600
Cliente_007;01/09/2022;493.2550730253303;Monitor 27'' Full HD
Cliente_007;01/04/2025;493.2550730253303;Processador Intel i7
Cliente_007;01/01/2022;493.2550730253303;Placa de Vídeo RX 6600
Cliente_007;01/05/2023;493.2550730253303;Mousepad Grande RGB
Cliente_007;01/03/2023;493.2550730253303;Placa de Vídeo RTX 3060
Cliente_007;01/09/2024;493.2550730253303;Monitor 27'' Full HD
Cliente_007;01/08/2024;493.2550730253303;Placa-Mãe Gigabyte Z690
Cliente_007;01/02/2023;493.2550730253303;Fonte 650W 80 Plus Bronze
Cliente_007;01/04/2024;493.2550730253303;Mouse Gamer Logitech
Cliente_007;01/06/2025;493.2550730253303;Webcam Full HD Logitech
Cliente_007;01/01/2023;493.2550730253303;Headset Gamer HyperX
Cliente_007;01/02/2023;493.2550730253303;Cadeira Gamer Reclinável
Cliente_007;01/05/2024;493.2550730253303;Placa-Mãe Gigabyte Z690
Cliente_007;01/12/2023;493.2550730253303;Headset Gamer HyperX
Cliente_007;01/08/2024;493.2550730253303;Gabinete Gamer RGB
Cliente_007;01/01/2023;493.2550730253303;Mouse Gamer Logitech
Cliente_007;01/11/2024;493.2550730253303;Mouse Gamer Logitech
Cliente_007;01/12/2024;493.2550730253303;Placa de Vídeo RTX 3060
Cliente_007;01/01/2023;493.2550730253303;Mousepad Grande RGB
Cliente_007;01/09/2024;493.2550730253303;Placa de Vídeo RTX 3060
Cliente_007;01/11/2022;493.2550730253303;Placa de Vídeo RX 6600
Cliente_007;01/06/2025;493.2550730253303;Placa-Mãe Gigabyte Z690
Cliente_007;01/06/2023;493.2550730253303;Mousepad Grande RGB
Cliente_007;01/05/2022;493.2550730253303;Placa-Mãe Gigabyte Z690
Cliente_007;01/03/2023;493.2550730253303;Placa-Mãe Gigabyte Z690
Cliente_007;01/05/2024;493.2550730253303;HD 2TB Seagate
Cliente_007;01/05/2022;493.2550730253303;Placa de Vídeo RX 6600
Cliente_007;01/06/2024;493.2550730253303;Placa-Mãe ASUS B550
Cliente_007;01/04/2024;493.2550730253303;Teclado Mecânico Redragon
Cliente_007;01/07/2024;493.2550730253303;Cooler CPU Water Cooler
Cliente_007;01/04/2022;493.2550730253303;SSD 1TB NVMe
Cliente_007;01/03/2024;493.2550730253303;Processador Intel i7
Cliente_007;01/01/2023;493.2550730253303;Fonte 650W 80 Plus Bronze
Cliente_007;01/10/2023;493.2550730253303;Placa-Mãe Gigabyte Z690
Cliente_007;01/09/2025;493.2550730253303;HD 2TB Seagate
Cliente_007;01/12/2024;493.2550730253303;Processador AMD Ryzen 5
Cliente_007;01/02/2022;493.2550730253303;Monitor 32'' 4K
Cliente_007;01/10/2025;493.2550730253303;Placa-Mãe ASUS B550
Cliente_007;01/12/2023;493.2550730253303;Monitor 32'' 4K
Cliente_007;01/05/2023;493.2550730253303;Cadeira Gamer Reclinável
Cliente_007;01/05/2025;493.2550730253303;Placa-Mãe ASUS B550
Cliente_007;01/10/2024;493.2550730253303;Mouse Gamer Logitech
Cliente_007;01/04/2023;493.2550730253303;Monitor 32'' 4K
Cliente_007;01/05/2022;493.2550730253303;Fonte 650W 80 Plus Bronze
Cliente_008;01/07/2023;2325.9853383815584;Webcam Full HD Logitech
Cliente_008;01/04/2022;2325.9853383815584;Monitor 32'' 4K
Cliente_008;01/04/2024;2325.9853383815584;Memória RAM 16GB DDR4
Cliente_008;01/06/2025;2325.9853383815584;Headset Gamer HyperX
Cliente_008;01/11/2022;2325.9853383815584;Fonte 650W 80 Plus Bronze
Cliente_008;01/12/2023;2325.9853383815584;Memória RAM 16GB DDR4
Cliente_008;01/08/2025;2325.9853383815584;Webcam Full HD Logitech
Cliente_008;01/07/2024;2325.9853383815584;Teclado Mecânico Redragon
Cliente_008;01/10/2025;2325.9853383815584;Cadeira Gamer Reclinável
Cliente_008;01/02/2023;2325.9853383815584;Placa-Mãe Gigabyte Z690
Cliente_008;01/05/2023;2325.9853383815584;HD 2TB Seagate
Cliente_008;01/01/2023;2325.9853383815584;Mouse Gamer Logitech
Cliente_008;01/09/2024;2325.9853383815584;Fonte 650W 80 Plus Bronze
Cliente_008;01/02/2022;2325.9853383815584;Processador AMD Ryzen 5
Cliente_008;01/06/2022;2325.9853383815584;Processador AMD Ryzen 5
Cliente_008;01/05/2022;2325.9853383815584;Gabinete Gamer RGB
Cliente_008;01/11/2023;2325.9853383815584;Monitor 27'' Full HD
Cliente_008;01/07/2023;2325.9853383815584;Headset Gamer HyperX
Cliente_008;01/07/2022;2325.9853383815584;Placa-Mãe ASUS B550
Cliente_008;01/12/2023;2325.9853383815584;Cooler CPU Water Cooler
Cliente_008;01/05/2022;2325.9853383815584;SSD 1TB NVMe
Cliente_008;01/08/2023;2325.9853383815584;Teclado Mecânico Redragon
Cliente_008;01/10/2022;2325.9853383815584;Mouse Gamer Logitech
Cliente_008;01/07/2024;2325.9853383815584;Teclado Mecânico Redragon
Cliente_008;01/11/2024;2325.9853383815584;Fonte 650W 80 Plus Bronze
Cliente_008;01/07/2024;2325.9853383815584;Placa de Vídeo RX 6600
Cliente_008;01/05/2023;2325.9853383815584;Placa-Mãe ASUS B550
Cliente_008;01/07/2022;2325.9853383815584;Cooler CPU Water Cooler
Cliente_008;01/09/2025;2325.9853383815584;Gabinete Gamer RGB
